"CAVS_CODE","CAAB_CODE","NAMES_VARIOUS","SCIENTIFIC_NAME","FAMILY","GENUS","SUBGENUS","SPECIES","SUBSPECIES","NAME_TYPE","NAME_SUBTYPE","RANK","QUALIFICATION","AUTHOR","YEAR","ORIG_COMBINATION","NAME_GUID","NAME_LAST_UPDATE","TAXON_GUID","TAXON_LAST_UPDATE","PARENT_TAXON_GUID","CONCEPT_GUID","PUB_PUB_AUTHOR","PUB_PUB_YEAR","PUB_PUB_TITLE","PUB_PUB_PAGES","PUB_PUB_PARENT_BOOK_TITLE","PUB_PUB_PARENT_JOURNAL_TITLE","PUB_PUB_PARENT_ARTICLE_TITLE","PUB_PUB_PUBLICATION_DATE","PUB_PUB_PUBLISHER","PUB_PUB_FORMATTED","PUB_PUB_QUALIFICATION","PUB_PUB_TYPE","PUBLICATION_GUID","PUBLICATION_LAST_UPDATE","PARENT_PUBLICATION_GUID"
"","","Clinata","Clinata Moulds, 2012","","Clinata","","","","Synonym","synonym","Genus","","Moulds","2012","Y","73e3dfea-7acd-4bfe-a939-b4289ce0abbd","20250530T00:56:36.273+0000","b2273b9a-805c-475b-b93a-8d380b76cc98","20250729T23:16:11.865+0000","","637081bb-f966-486f-a8f6-4096c18f8a8c","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","nodicosta","Clinata nodicosta (Goding & Froggatt, 1904)","CICADIDAE","Clinata","","nodicosta","","Valid Name","","Species","","Goding & Froggatt","1904","N","8aa8bdc8-539a-43c1-9fb3-26ee0f5e1123","20250530T00:56:36.273+0000","eb6d5c2c-2031-40ad-8f7d-c6e9d3ef2a76","20250729T23:16:11.865+0000","b2273b9a-805c-475b-b93a-8d380b76cc98","eb6d5c2c-2031-40ad-8f7d-c6e9d3ef2a76","","","","","","","","","","","","","","",""
"","","nodicosta","Pauropsalta nodicosta Goding & Froggatt, 1904","","Pauropsalta","","nodicosta","","Synonym","synonym","Species","","Goding & Froggatt","1904","Y","43c70548-5a00-4d27-95f5-a433757e81e3","20250530T00:56:36.273+0000","eb6d5c2c-2031-40ad-8f7d-c6e9d3ef2a76","20250729T23:16:11.865+0000","","4afbf2b8-12f1-4f41-911f-582bed6296aa","Goding, F.W. & Froggatt, W.W.","1904","Monograph of the Australian Cicadidae","561-670, pls xviii, xix","","Proceedings of the Linnean Society of New South Wales","","","","<!--MARK--><a href='null30bf2cf0-4761-423b-9abb-c236e145611a' class='mouseoverHref'>Goding, F.W. & Froggatt, W.W. 1904. Monograph of the Australian Cicadidae.</a> <!--MARK--><!--MARK--><a href='nullc12cd779-adb5-41ea-bd2c-75f6864cf22e' class='mouseoverHref'><em>Proceedings of the Linnean Society of New South Wales</em></a> <strong>29</strong>(3): 561-670, pls xviii, xix<!--MARK-->","","Article in Journal","30bf2cf0-4761-423b-9abb-c236e145611a","20081009T05:11:37.000+0000","c12cd779-adb5-41ea-bd2c-75f6864cf22e"
"","","nodicosta","Clinata nodicosta (Goding & Froggatt, 1904)","","Clinata","","nodicosta","","Generic Combination","","Species","","Goding & Froggatt","1904","N","be47819c-ebb0-425c-a4f7-0d53f33944e2","20250530T00:56:36.273+0000","eb6d5c2c-2031-40ad-8f7d-c6e9d3ef2a76","20250729T23:16:11.865+0000","","0f458aca-fd32-45ff-bcd0-b74cf986a765","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","Clinopsalta","Clinopsalta Moulds, 2012","CICADIDAE","Clinopsalta","","","","Valid Name","","Genus","","Moulds","2012","Y","bc167aef-8f7b-4da3-8082-cc3e06e85560","20250530T00:56:36.273+0000","e016aed0-f944-4952-8931-46f53b307d13","20250729T23:16:11.865+0000","7914c248-f79e-48e5-8f7c-ce89e7eef58e","e016aed0-f944-4952-8931-46f53b307d13","","","","","","","","","","","","","","",""
"","","Clinopsalta","Clinopsalta Moulds, 2012","","Clinopsalta","","","","Synonym","synonym","Genus","","Moulds","2012","Y","1e199a36-6f83-43ad-a8fb-ec5c1cc94a9e","20250530T00:56:36.273+0000","e016aed0-f944-4952-8931-46f53b307d13","20250729T23:16:11.865+0000","","492ca1e9-6d5c-4d65-9acc-6ac48bb10329","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","semilunata","Clinopsalta semilunata Popple & Emery, 2017","CICADIDAE","Clinopsalta","","semilunata","","Valid Name","","Species","","Popple & Emery","2017","Y","56be491c-3a3c-428a-8388-72c695c99c46","20250530T00:56:36.273+0000","c84cbf77-de53-4440-9082-f6af30506328","20250729T23:16:11.865+0000","e016aed0-f944-4952-8931-46f53b307d13","c84cbf77-de53-4440-9082-f6af30506328","","","","","","","","","","","","","","",""
"","","semilunata","Clinopsalta semilunata Popple & Emery, 2017","CICADIDAE","Clinopsalta","","semilunata","","Synonym","synonym","Species","","Popple & Emery","2017","Y","41fe261d-87e5-4725-8bd4-1c83bd2ed28d","20250530T00:56:36.273+0000","c84cbf77-de53-4440-9082-f6af30506328","20250729T23:16:11.865+0000","","f7e48032-ef89-4ba6-913b-3e743b88fd71","Popple, L.W. & Emery, D.L.","2017","Two new species of <i>Clinopsalta</i> Moulds (Hemiptera: Cicadidae) and additional distribution records for <i>Clinopsalta adelaida</i> (Ashton), with notes on their distinctive calling songs.","237-256","","Records of the Australian Museum","","","","<!--MARK--><a href='null1489d75f-b3d5-4eaa-95d1-ae6c70a17365' class='mouseoverHref'>Popple, L.W. & Emery, D.L. 2017. Two new species of <i>Clinopsalta</i> Moulds (Hemiptera: Cicadidae) and additional distribution records for <i>Clinopsalta adelaida</i> (Ashton), with notes on their distinctive calling songs.</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> <strong>69</strong>: 237-256<!--MARK-->","","Article in Journal","1489d75f-b3d5-4eaa-95d1-ae6c70a17365","20170928T01:44:20.354+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
"","","adelaida","Clinopsalta adelaida (Ashton, 1914)","CICADIDAE","Clinopsalta","","adelaida","","Valid Name","","Species","","Ashton","1914","N","19ba3166-3859-4209-8ac3-cff7962ec82e","20250530T00:56:36.273+0000","1af91e0a-a755-48e5-8e30-12433e9b39fc","20250729T23:16:11.865+0000","e016aed0-f944-4952-8931-46f53b307d13","1af91e0a-a755-48e5-8e30-12433e9b39fc","","","","","","","","","","","","","","",""
"","","adelaida","Melampsalta adelaida Ashton, 1914","","Melampsalta","","adelaida","","Synonym","synonym","Species","","Ashton","1914","Y","a117c670-a9ca-439b-b383-d632e11ca6bc","20250530T00:56:36.273+0000","1af91e0a-a755-48e5-8e30-12433e9b39fc","20250729T23:16:11.865+0000","","ebb5f9c2-b8e2-438a-bda7-b571dd273449","Ashton, H.","1914","Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species","345-358, pl. xvii","","Transactions and Proceedings of the Royal Society of South Australia","","","","<!--MARK--><a href='nulla04638c1-af7e-4d10-9a21-f7f6fe35ef02' class='mouseoverHref'>Ashton, H. 1914. Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species.</a> <!--MARK--><!--MARK--><a href='null4f4be976-519e-451f-93bc-af70c0260caf' class='mouseoverHref'><em>Transactions and Proceedings of the Royal Society of South Australia</em></a> <strong>38</strong>: 345-358, pl. xvii<!--MARK-->","","Article in Journal","a04638c1-af7e-4d10-9a21-f7f6fe35ef02","20131118T20:26:44.761+0000","4f4be976-519e-451f-93bc-af70c0260caf"
"","","adelaida","Clinopsalta adelaida (Ashton, 1914)","","Clinopsalta","","adelaida","","Generic Combination","","Species","","Ashton","1914","N","f3d83f59-9c5c-4bbe-b6a5-b20f0734d641","20250530T00:56:36.273+0000","1af91e0a-a755-48e5-8e30-12433e9b39fc","20250729T23:16:11.865+0000","","5257fa29-17e2-4c92-9a17-001a6a89b8e3","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","adelaida","Cicadetta adelaida (Ashton, 1914)","","Cicadetta","","adelaida","","Generic Combination","","Species","","Ashton","1914","N","aed2a3ac-ef0c-4e57-bbd9-b2361b813c6a","20250530T00:56:36.273+0000","1af91e0a-a755-48e5-8e30-12433e9b39fc","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","autumna","Clinopsalta autumna Popple & Emery, 2017","CICADIDAE","Clinopsalta","","autumna","","Valid Name","","Species","","Popple & Emery","2017","Y","49af796c-b9ef-4cfc-9585-64e419fe94f4","20250530T00:56:36.273+0000","5571affd-dc00-4f99-89e4-094fcb6c01c3","20250729T23:16:11.865+0000","e016aed0-f944-4952-8931-46f53b307d13","5571affd-dc00-4f99-89e4-094fcb6c01c3","","","","","","","","","","","","","","",""
"","","autumna","Clinopsalta autumna Popple & Emery, 2017","CICADIDAE","Clinopsalta","","autumna","","Synonym","synonym","Species","","Popple & Emery","2017","Y","d99ca241-60cb-4f91-80f6-f6139cddb11e","20250530T00:56:36.273+0000","5571affd-dc00-4f99-89e4-094fcb6c01c3","20250729T23:16:11.865+0000","","f3c848c1-aae8-4d25-8ac7-566111d67ed5","Popple, L.W. & Emery, D.L.","2017","Two new species of <i>Clinopsalta</i> Moulds (Hemiptera: Cicadidae) and additional distribution records for <i>Clinopsalta adelaida</i> (Ashton), with notes on their distinctive calling songs.","237-256","","Records of the Australian Museum","","","","<!--MARK--><a href='null1489d75f-b3d5-4eaa-95d1-ae6c70a17365' class='mouseoverHref'>Popple, L.W. & Emery, D.L. 2017. Two new species of <i>Clinopsalta</i> Moulds (Hemiptera: Cicadidae) and additional distribution records for <i>Clinopsalta adelaida</i> (Ashton), with notes on their distinctive calling songs.</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> <strong>69</strong>: 237-256<!--MARK-->","","Article in Journal","1489d75f-b3d5-4eaa-95d1-ae6c70a17365","20170928T01:44:20.354+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
"","","tigris","Clinopsalta tigris (Ashton, 1914)","CICADIDAE","Clinopsalta","","tigris","","Valid Name","","Species","","Ashton","1914","N","bb35ba2a-3971-4232-8064-afe2206dd729","20250530T00:56:36.273+0000","880f755c-0f1e-483f-920c-259df9843ac0","20250729T23:16:11.865+0000","e016aed0-f944-4952-8931-46f53b307d13","880f755c-0f1e-483f-920c-259df9843ac0","","","","","","","","","","","","","","",""
"","","tigris","Melampsalta tigris Ashton, 1914","","Melampsalta","","tigris","","Synonym","synonym","Species","","Ashton","1914","Y","ebedbe94-0181-48d5-94ca-35e5b4301667","20250530T00:56:36.273+0000","880f755c-0f1e-483f-920c-259df9843ac0","20250729T23:16:11.865+0000","","7e8db697-b3ea-4215-b8f5-b0cb51bc9021","Ashton, H.","1914","Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species","345-358, pl. xvii","","Transactions and Proceedings of the Royal Society of South Australia","","","","<!--MARK--><a href='nulla04638c1-af7e-4d10-9a21-f7f6fe35ef02' class='mouseoverHref'>Ashton, H. 1914. Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species.</a> <!--MARK--><!--MARK--><a href='null4f4be976-519e-451f-93bc-af70c0260caf' class='mouseoverHref'><em>Transactions and Proceedings of the Royal Society of South Australia</em></a> <strong>38</strong>: 345-358, pl. xvii<!--MARK-->","","Article in Journal","a04638c1-af7e-4d10-9a21-f7f6fe35ef02","20131118T20:26:44.761+0000","4f4be976-519e-451f-93bc-af70c0260caf"
"","","tigris","Clinopsalta tigris (Ashton, 1914)","","Clinopsalta","","tigris","","Generic Combination","","Species","","Ashton","1914","N","5979fbde-24f0-4789-9f9f-b10b72d36f40","20250530T00:56:36.273+0000","880f755c-0f1e-483f-920c-259df9843ac0","20250729T23:16:11.865+0000","","8c37b539-cf4a-45d5-be19-ef2dea356143","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","tigris","Cicadetta tigris (Ashton, 1914)","","Cicadetta","","tigris","","Generic Combination","","Species","","Ashton","1914","N","00d4418f-019d-4ed2-beab-3a289a2d276b","20250530T00:56:36.273+0000","880f755c-0f1e-483f-920c-259df9843ac0","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","Crotopsalta","Crotopsalta Ewart, 2005","CICADIDAE","Crotopsalta","","","","Valid Name","","Genus","","Ewart","2005","Y","4880c16e-16b9-4e19-a350-20683e3ed1f4","20250530T00:56:36.273+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","20250729T23:16:11.865+0000","7914c248-f79e-48e5-8f7c-ce89e7eef58e","2efe6923-4aa3-43ac-973c-afacb2d39b38","","","","","","","","","","","","","","",""
"","","Crotopsalta","Crotopsalta Ewart, 2005","","Crotopsalta","","","","Synonym","synonym","Genus","","Ewart","2005","Y","1f8e0a4c-2980-4d01-a0b4-2bccd594bb24","20250530T00:56:36.273+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","20250729T23:16:11.865+0000","","a7dcc842-dc94-48af-a15c-d8b9019f7da8","Ewart, A.","2005","New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs","439-500","","Memoirs of the Queensland Museum","","","","<!--MARK--><a href='null3166d1ae-8b71-43fe-bb90-7c81ff632069' class='mouseoverHref'>Ewart, A. 2005. New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs.</a> <!--MARK--><!--MARK--><a href='null1a0a2982-9f30-43e1-a641-b0379699837c' class='mouseoverHref'><em>Memoirs of the Queensland Museum</em></a> <strong>51</strong>(2): 439-500<!--MARK-->","","Article in Journal","3166d1ae-8b71-43fe-bb90-7c81ff632069","20101222T06:18:29.292+0000","1a0a2982-9f30-43e1-a641-b0379699837c"
"","","leptotigris","Crotopsalta leptotigris Ewart, 2009","CICADIDAE","Crotopsalta","","leptotigris","","Valid Name","","Species","","Ewart","2009","Y","b38dc68a-59aa-450b-9cd6-d831a6ad17a0","20250530T00:56:36.273+0000","23fcd813-1427-4fcb-a518-f017680ed493","20250729T23:16:11.865+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","23fcd813-1427-4fcb-a518-f017680ed493","","","","","","","","","","","","","","",""
"","","leptotigris","Crotopsalta leptotigris Ewart, 2009","","Crotopsalta","","leptotigris","","Synonym","synonym","Species","","Ewart","2009","Y","8f2899a7-0906-44d8-984d-30c213788262","20250530T00:56:36.273+0000","23fcd813-1427-4fcb-a518-f017680ed493","20250729T23:16:11.865+0000","","b77c9dd8-57e2-4aeb-bcfd-6d429191475b","Ewart, A.","2009","<i>Crotopsalta leptotigris</i>, a new species of ticking cicada (Hemiptera: Cicadoidea: Cicadidae) from Cravens Peak, Southwest Queensland","139 - 151","","Australian Entomologist","","","","<!--MARK--><a href='null194912a3-4a79-4173-a535-a07cd9693eee' class='mouseoverHref'>Ewart, A. 2009. <i>Crotopsalta leptotigris</i>, a new species of ticking cicada (Hemiptera: Cicadoidea: Cicadidae) from Cravens Peak, Southwest Queensland.</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>36</strong>(3): 139 - 151<!--MARK-->","","Article in Journal","194912a3-4a79-4173-a535-a07cd9693eee","20100113T03:02:25.961+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","fronsecetes","Crotopsalta fronsecetes Ewart, 2005","CICADIDAE","Crotopsalta","","fronsecetes","","Valid Name","","Species","","Ewart","2005","Y","da415a62-5b83-4e94-875c-a08ddf3cba93","20250530T00:56:36.273+0000","3d475cea-b0a1-4e32-8739-2a02da4c062d","20250729T23:16:11.865+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","3d475cea-b0a1-4e32-8739-2a02da4c062d","","","","","","","","","","","","","","",""
"","","fronsecetes","Croptosalta fronsecetes Ewart, 2005","","Croptosalta","","fronsecetes","","Synonym","synonym","Species","","Ewart","2005","Y","73e507e7-3ac3-4e13-8458-c26c3f625a0a","20250530T00:56:36.273+0000","3d475cea-b0a1-4e32-8739-2a02da4c062d","20250729T23:16:11.865+0000","","baa5fef1-b104-4705-9d34-9b6c7f985620","Ewart, A.","2005","New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs","439-500","","Memoirs of the Queensland Museum","","","","<!--MARK--><a href='null3166d1ae-8b71-43fe-bb90-7c81ff632069' class='mouseoverHref'>Ewart, A. 2005. New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs.</a> <!--MARK--><!--MARK--><a href='null1a0a2982-9f30-43e1-a641-b0379699837c' class='mouseoverHref'><em>Memoirs of the Queensland Museum</em></a> <strong>51</strong>(2): 439-500<!--MARK-->","","Article in Journal","3166d1ae-8b71-43fe-bb90-7c81ff632069","20101222T06:18:29.292+0000","1a0a2982-9f30-43e1-a641-b0379699837c"
"","","plexis","Crotopsalta plexis Ewart, 2005","CICADIDAE","Crotopsalta","","plexis","","Valid Name","","Species","","Ewart","2005","Y","ec8c19a9-3596-4f4b-9094-33c3d99f6342","20250530T00:56:36.273+0000","927c5b07-746d-4621-972f-f24f0ad37203","20250729T23:16:11.865+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","927c5b07-746d-4621-972f-f24f0ad37203","","","","","","","","","","","","","","",""
"","","plexis","Croptosalta plexis Ewart, 2005","","Croptosalta","","plexis","","Synonym","synonym","Species","","Ewart","2005","Y","b27db2c9-3ef0-4c20-8b1a-954270f9ce12","20250530T00:56:36.273+0000","927c5b07-746d-4621-972f-f24f0ad37203","20250729T23:16:11.865+0000","","a755cac0-0bbf-482a-8e0a-114ff710fa3c","Ewart, A.","2005","New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs","439-500","","Memoirs of the Queensland Museum","","","","<!--MARK--><a href='null3166d1ae-8b71-43fe-bb90-7c81ff632069' class='mouseoverHref'>Ewart, A. 2005. New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs.</a> <!--MARK--><!--MARK--><a href='null1a0a2982-9f30-43e1-a641-b0379699837c' class='mouseoverHref'><em>Memoirs of the Queensland Museum</em></a> <strong>51</strong>(2): 439-500<!--MARK-->","","Article in Journal","3166d1ae-8b71-43fe-bb90-7c81ff632069","20101222T06:18:29.292+0000","1a0a2982-9f30-43e1-a641-b0379699837c"
"","","poaecetes","Crotopsalta poaecetes Ewart, 2005","CICADIDAE","Crotopsalta","","poaecetes","","Valid Name","","Species","","Ewart","2005","Y","309a6ab5-e7dd-4376-8526-53cdce27f75f","20250530T00:56:36.273+0000","d9b060c7-4ebc-45f3-85e2-3c7b58558b84","20250729T23:16:11.865+0000","2efe6923-4aa3-43ac-973c-afacb2d39b38","d9b060c7-4ebc-45f3-85e2-3c7b58558b84","","","","","","","","","","","","","","",""
"","","poaecetes","Croptosalta poaecetes Ewart, 2005","","Croptosalta","","poaecetes","","Synonym","synonym","Species","","Ewart","2005","Y","e312c253-29ba-4afd-be53-c2cb68a8d744","20250530T00:56:36.273+0000","d9b060c7-4ebc-45f3-85e2-3c7b58558b84","20250729T23:16:11.865+0000","","95c1f4c5-f102-44ee-8661-fae000fa2480","Ewart, A.","2005","New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs","439-500","","Memoirs of the Queensland Museum","","","","<!--MARK--><a href='null3166d1ae-8b71-43fe-bb90-7c81ff632069' class='mouseoverHref'>Ewart, A. 2005. New genera and species of small ticking and 'chirping' cicadas (Hemiptera: Cicadoidea: Cicadidae) from Queensland, with descriptions of their songs.</a> <!--MARK--><!--MARK--><a href='null1a0a2982-9f30-43e1-a641-b0379699837c' class='mouseoverHref'><em>Memoirs of the Queensland Museum</em></a> <strong>51</strong>(2): 439-500<!--MARK-->","","Article in Journal","3166d1ae-8b71-43fe-bb90-7c81ff632069","20101222T06:18:29.292+0000","1a0a2982-9f30-43e1-a641-b0379699837c"
